TREAT,AGE,EDUC,BLACK,HISP,MARR,RE74,RE75,RE78,U74,U75,AGESQ,EDUCSQ,NODEGREE,RE74SQ,RE75SQ,U74BLACK,U74HISP,REDIFF
0,46,14,0,0,1,35266.8,33121,33987.7,0,0,2116,196,0,1.24e+09,1.10e+09,0,0,866.6992
0,32,12,0,0,1,35266.8,32225.8,33987.7,0,0,1024,144,0,1.24e+09,1.04e+09,0,0,1761.898
0,55,12,0,0,1,35266.8,32225.8,25860.2,0,0,3025,144,0,1.24e+09,1.04e+09,0,0,-6365.602
0,49,12,0,0,1,35266.8,32225.8,47287.3,0,0,2401,144,0,1.24e+09,1.04e+09,0,0,15061.5
0,31,17,0,0,1,35266.8,31806.9,62064.5,0,0,961,289,0,1.24e+09,1.01e+09,0,0,30257.6
0,35,12,0,0,1,35266.8,26854.8,32510,0,0,1225,144,0,1.24e+09,7.21e+08,0,0,5655.199
0,35,12,0,0,1,35266.8,26854.8,32510,0,0,1225,144,0,1.24e+09,7.21e+08,0,0,5655.199
0,29,14,0,0,1,35266.8,16112.9,20688.2,0,0,841,196,0,1.24e+09,2.60e+08,0,0,4575.299
0,32,12,0,0,0,35070.9,32225.8,27337.9,0,0,1024,144,0,1.23e+09,1.04e+09,0,0,-4887.9
0,32,14,0,0,1,34874.9,35788.5,41376.3,0,0,1024,196,0,1.22e+09,1.28e+09,0,0,5587.801
0,34,12,0,0,1,34731.9,30435.5,39898.6,0,0,1156,144,0,1.21e+09,9.26e+08,0,0,9463.102
0,34,13,0,0,1,34483.1,31509.7,33396.6,0,0,1156,169,0,1.19e+09,9.93e+08,0,0,1886.902
0,27,17,0,0,1,34287.2,37596.8,39307.5,0,0,729,289,0,1.18e+09,1.41e+09,0,0,1710.699
0,45,12,0,0,1,34287.2,35806.5,31032.3,0,0,2025,144,0,1.18e+09,1.28e+09,0,0,-4774.199
0,37,17,0,0,1,34287.2,35806.5,41376.3,0,0,1369,289,0,1.18e+09,1.28e+09,0,0,5569.801
0,26,16,0,0,1,34287.2,32225.8,36943.2,0,0,676,256,0,1.18e+09,1.04e+09,0,0,4717.398
0,53,16,0,0,1,34287.2,28645.2,22165.9,0,0,2809,256,0,1.18e+09,8.21e+08,0,0,-6479.299
0,29,12,0,1,1,34287.2,26541.5,39159.8,0,0,841,144,0,1.18e+09,7.04e+08,0,0,12618.3
0,33,15,0,0,1,34091.2,34016.1,33248.8,0,0,1089,225,0,1.16e+09,1.16e+09,0,0,-767.3008
0,44,12,0,0,1,34091.2,32046.8,35465.4,0,0,1936,144,0,1.16e+09,1.03e+09,0,0,3418.598
0,35,16,0,0,1,34091.2,26854.8,31032.3,0,0,1225,256,0,1.16e+09,7.21e+08,0,0,4177.5
0,52,12,0,0,1,33895.3,47622.6,39012,0,0,2704,144,0,1.15e+09,2.27e+09,0,0,-8610.602
0,26,14,0,0,1,33503.5,36032,34559.6,0,0,676,196,0,1.12e+09,1.30e+09,0,0,-1472.398
0,28,16,0,0,1,33307.5,39387.1,34726.6,0,0,784,256,0,1.11e+09,1.55e+09,0,0,-4660.5
0,39,12,0,0,1,33307.5,39387.1,28076.8,0,0,1521,144,0,1.11e+09,1.55e+09,0,0,-11310.3
0,53,15,0,0,1,33307.5,37596.8,38420.9,0,0,2809,225,0,1.11e+09,1.41e+09,0,0,824.0977
0,42,14,0,0,1,33307.5,37596.8,48765,0,0,1764,196,0,1.11e+09,1.41e+09,0,0,11168.2
0,52,12,0,0,1,33307.5,34171.9,28667.9,0,0,2704,144,0,1.11e+09,1.17e+09,0,0,-5503.998
0,29,17,0,0,1,33307.5,34016.1,26980.3,0,0,841,289,0,1.11e+09,1.16e+09,0,0,-7035.801
0,34,12,0,0,1,33307.5,34016.1,32510,0,0,1156,144,0,1.11e+09,1.16e+09,0,0,-1506.102
0,42,13,0,0,1,33307.5,33121,44331.8,0,0,1764,169,0,1.11e+09,1.10e+09,0,0,11210.8
0,36,12,0,0,1,33307.5,33121,33987.7,0,0,1296,144,0,1.11e+09,1.10e+09,0,0,866.6992
0,34,12,0,0,1,33307.5,32583.9,31032.3,0,0,1156,144,0,1.11e+09,1.06e+09,0,0,-1551.6
0,53,12,0,0,1,33307.5,32225.8,33544.4,0,0,2809,144,0,1.11e+09,1.04e+09,0,0,1318.598
0,30,12,0,0,1,33307.5,32046.8,37682,0,0,900,144,0,1.11e+09,1.03e+09,0,0,5635.199
0,33,17,0,0,1,33307.5,31867.7,35465.4,0,0,1089,289,0,1.11e+09,1.02e+09,0,0,3597.699
0,25,14,0,0,1,33307.5,31330.6,35761,0,0,625,196,0,1.11e+09,9.82e+08,0,0,4430.4
0,38,12,0,0,1,33307.5,31330.6,31771.1,0,0,1444,144,0,1.11e+09,9.82e+08,0,0,440.5
0,52,16,0,0,1,33307.5,30793.5,28815.7,0,0,2704,256,0,1.11e+09,9.48e+08,0,0,-1977.801
0,27,16,0,0,1,33307.5,30435.5,0,0,0,729,256,0,1.11e+09,9.26e+08,0,0,-30435.5
0,36,12,0,0,1,33307.5,30435.5,41376.3,0,0,1296,144,0,1.11e+09,9.26e+08,0,0,10940.8
0,50,17,0,0,1,33307.5,30435.5,25860.2,0,0,2500,289,0,1.11e+09,9.26e+08,0,0,-4575.301
0,36,12,0,0,1,33307.5,30435.5,31032.3,0,0,1296,144,0,1.11e+09,9.26e+08,0,0,596.8008
0,49,14,0,0,1,33307.5,30435.5,29554.5,0,0,2401,196,0,1.11e+09,9.26e+08,0,0,-881
0,49,12,0,0,1,33307.5,28645.2,32580.9,0,0,2401,144,0,1.11e+09,8.21e+08,0,0,3935.701
0,36,13,0,0,1,33307.5,28645.2,28372.4,0,0,1296,169,0,1.11e+09,8.21e+08,0,0,-272.7988
0,48,16,0,0,1,33307.5,26058.1,31918.9,0,0,2304,256,0,1.11e+09,6.79e+08,0,0,5860.801
0,48,16,0,0,1,33307.5,26058.1,31918.9,0,0,2304,256,0,1.11e+09,6.79e+08,0,0,5860.801
0,47,12,0,0,1,32915.7,27750,18914.9,0,0,2209,144,0,1.08e+09,7.70e+08,0,0,-8835.1
0,47,12,0,0,1,32915.7,27750,18914.9,0,0,2209,144,0,1.08e+09,7.70e+08,0,0,-8835.1
0,53,12,0,0,1,32868.7,31509.7,18914.9,0,0,2809,144,0,1.08e+09,9.93e+08,0,0,-12594.8
0,44,14,0,0,1,32719.8,29540.3,26952.3,0,0,1936,196,0,1.07e+09,8.73e+08,0,0,-2588
0,50,14,0,0,1,32602.2,27889.6,27314.3,0,0,2500,196,0,1.06e+09,7.78e+08,0,0,-575.2988
0,22,14,0,0,1,32327.9,41177.4,32510,0,0,484,196,0,1.05e+09,1.70e+09,0,0,-8667.398
0,34,17,0,0,1,32327.9,34016.1,33987.7,0,0,1156,289,0,1.05e+09,1.16e+09,0,0,-28.40234
0,43,12,0,0,0,32327.9,33479,33987.7,0,0,1849,144,0,1.05e+09,1.12e+09,0,0,508.6992
0,38,17,0,0,0,32327.9,32225.8,43297.4,0,0,1444,289,0,1.05e+09,1.04e+09,0,0,11071.6
0,31,12,0,0,1,32327.9,32225.8,32510,0,0,961,144,0,1.05e+09,1.04e+09,0,0,284.1992
0,32,12,0,0,1,32327.9,32225.8,32510,0,0,1024,144,0,1.05e+09,1.04e+09,0,0,284.1992
0,27,16,0,0,1,32327.9,32225.8,39159.8,0,0,729,256,0,1.05e+09,1.04e+09,0,0,6934
0,28,13,0,0,1,32327.9,31688.7,40637.5,0,0,784,169,0,1.05e+09,1.00e+09,0,0,8948.801
0,43,14,0,0,1,32327.9,31420.2,31032.3,0,0,1849,196,0,1.05e+09,9.87e+08,0,0,-387.8984
0,41,16,0,0,1,32327.9,31330.6,0,0,0,1681,256,0,1.05e+09,9.82e+08,0,0,-31330.6
0,26,16,0,0,1,32327.9,27750,32510,0,0,676,256,0,1.05e+09,7.70e+08,0,0,4760
0,27,17,0,0,1,32327.9,25064.5,36943.2,0,0,729,289,0,1.05e+09,6.28e+08,0,0,11878.7
0,49,14,0,0,1,32327.9,14322.6,24530.3,0,0,2401,196,0,1.05e+09,2.05e+08,0,0,10207.7
0,34,17,0,0,0,32132,44758.1,9161.9,0,0,1156,289,0,1.03e+09,2.00e+09,0,0,-35596.2
0,45,16,0,0,0,32132,31330.6,31401.7,0,0,2025,256,0,1.03e+09,9.82e+08,0,0,71.09961
0,43,16,0,0,1,32132,31330.6,33987.7,0,0,1849,256,0,1.03e+09,9.82e+08,0,0,2657.1
0,26,14,0,0,1,32132,29898.4,28032.5,0,0,676,196,0,1.03e+09,8.94e+08,0,0,-1865.9
0,38,17,0,0,0,31936,33300,33806,0,0,1444,289,0,1.02e+09,1.11e+09,0,0,506
0,29,16,0,0,1,31936,26640,24825.8,0,0,841,256,0,1.02e+09,7.10e+08,0,0,-1814.199
0,32,14,0,0,1,31818.5,31330.6,70930.9,0,0,1024,196,0,1.01e+09,9.82e+08,0,0,39600.3
0,46,12,0,0,1,31740.1,25780.6,17437.2,0,0,2116,144,0,1.01e+09,6.65e+08,0,0,-8343.4
0,35,14,0,0,1,31348.3,36630,42854.1,0,0,1225,196,0,9.83e+08,1.34e+09,0,0,6224.102
0,44,13,0,0,1,31348.3,35806.5,36943.2,0,0,1936,169,0,9.83e+08,1.28e+09,0,0,1136.699
0,51,16,0,0,1,31348.3,35448.4,44331.8,0,0,2601,256,0,9.83e+08,1.26e+09,0,0,8883.402
0,47,14,0,0,1,31348.3,34016.1,25150.9,0,0,2209,196,0,9.83e+08,1.16e+09,0,0,-8865.201
0,31,14,0,0,1,31348.3,34016.1,38986.9,0,0,961,196,0,9.83e+08,1.16e+09,0,0,4970.797
0,42,17,0,0,1,31348.3,32762.9,39159.8,0,0,1764,289,0,9.83e+08,1.07e+09,0,0,6396.9
0,39,14,0,0,1,31348.3,32569.5,31020.4,0,0,1521,196,0,9.83e+08,1.06e+09,0,0,-1549.1
0,42,16,0,0,1,31348.3,32225.8,32214.4,0,0,1764,256,0,9.83e+08,1.04e+09,0,0,-11.40039
0,53,16,0,0,1,31348.3,32225.8,32510,0,0,2809,256,0,9.83e+08,1.04e+09,0,0,284.1992
0,52,12,0,0,0,31348.3,32225.8,32510,0,0,2704,144,0,9.83e+08,1.04e+09,0,0,284.1992
0,40,12,0,0,1,31348.3,31330.6,27633.5,0,0,1600,144,0,9.83e+08,9.82e+08,0,0,-3697.1
0,52,17,0,0,1,31348.3,31293,32510,0,0,2704,289,0,9.83e+08,9.79e+08,0,0,1217
0,44,16,0,0,1,31348.3,30435.5,33987.7,0,0,1936,256,0,9.83e+08,9.26e+08,0,0,3552.199
0,41,16,0,0,1,31348.3,30435.5,20688.2,0,0,1681,256,0,9.83e+08,9.26e+08,0,0,-9747.301
0,44,16,0,0,1,31348.3,30435.5,19210.4,0,0,1936,256,0,9.83e+08,9.26e+08,0,0,-11225.1
0,47,17,0,0,0,31348.3,29540.3,29259,0,0,2209,289,0,9.83e+08,8.73e+08,0,0,-281.3008
0,48,17,0,0,1,31348.3,29540.3,32951.8,0,0,2304,289,0,9.83e+08,8.73e+08,0,0,3411.5
0,32,17,0,0,1,31348.3,28645.2,28076.8,0,0,1024,289,0,9.83e+08,8.21e+08,0,0,-568.3984
0,31,12,0,0,1,31348.3,28645.2,27337.9,0,0,961,144,0,9.83e+08,8.21e+08,0,0,-1307.299
0,26,16,0,0,1,31348.3,28645.2,35465.4,0,0,676,256,0,9.83e+08,8.21e+08,0,0,6820.199
0,53,17,0,0,1,31348.3,28645.2,27929,0,0,2809,289,0,9.83e+08,8.21e+08,0,0,-716.1992
0,25,17,0,0,1,31348.3,28249.5,35561.5,0,0,625,289,0,9.83e+08,7.98e+08,0,0,7312
0,39,14,0,0,1,31348.3,27750,47287.3,0,0,1521,196,0,9.83e+08,7.70e+08,0,0,19537.3
0,39,14,0,0,1,31348.3,27750,47287.3,0,0,1521,196,0,9.83e+08,7.70e+08,0,0,19537.3
0,45,12,0,0,1,31348.3,27391.9,25564.7,0,0,2025,144,0,9.83e+08,7.50e+08,0,0,-1827.201
0,45,12,0,0,1,31348.3,27391.9,25564.7,0,0,2025,144,0,9.83e+08,7.50e+08,0,0,-1827.201
0,31,17,0,0,1,31348.3,26854.8,32510,0,0,961,289,0,9.83e+08,7.21e+08,0,0,5655.199
0,24,15,0,0,1,31348.3,26854.8,26599.1,0,0,576,225,0,9.83e+08,7.21e+08,0,0,-255.7012
0,51,17,0,1,1,31348.3,0,88663.6,0,1,2601,289,0,9.83e+08,0,0,0,88663.6
0,27,15,0,0,1,31152.3,34016.1,43001.8,0,0,729,225,0,9.70e+08,1.16e+09,0,0,8985.699
0,25,15,0,0,1,30956.4,41177.4,35465.4,0,0,625,225,0,9.58e+08,1.70e+09,0,0,-5712
0,49,17,0,0,1,30956.4,31867.7,35465.4,0,0,2401,289,0,9.58e+08,1.02e+09,0,0,3597.699
0,37,17,0,0,1,30956.4,30435.5,27939.4,0,0,1369,289,0,9.58e+08,9.26e+08,0,0,-2496.1
0,48,14,0,0,1,30895.7,34732.3,32510,0,0,2304,196,0,9.55e+08,1.21e+09,0,0,-2222.301
0,48,12,0,0,1,30860.4,29270,34753.2,0,0,2304,144,0,9.52e+08,8.57e+08,0,0,5483.199
0,39,12,0,0,1,30760.5,32583.9,34726.6,0,0,1521,144,0,9.46e+08,1.06e+09,0,0,2142.701
0,28,12,0,0,1,30760.5,28824.2,39898.6,0,0,784,144,0,9.46e+08,8.31e+08,0,0,11074.4
0,27,16,0,0,1,30760.5,26317.7,25860.2,0,0,729,256,0,9.46e+08,6.93e+08,0,0,-457.5
0,27,12,0,0,1,30760.5,25064.5,31908.5,0,0,729,144,0,9.46e+08,6.28e+08,0,0,6844
0,26,12,0,0,1,30564.6,39387.1,39898.6,0,0,676,144,0,9.34e+08,1.55e+09,0,0,511.5
0,32,12,0,0,1,30564.6,35806.5,23052.5,0,0,1024,144,0,9.34e+08,1.28e+09,0,0,-12754
0,28,12,0,0,1,30564.6,32941.9,36204.3,0,0,784,144,0,9.34e+08,1.09e+09,0,0,3262.402
0,35,16,0,0,1,30564.6,29540.3,37120.5,0,0,1225,256,0,9.34e+08,8.73e+08,0,0,7580.199
0,39,16,0,0,0,30564.6,28645.2,33987.7,0,0,1521,256,0,9.34e+08,8.21e+08,0,0,5342.5
0,30,12,0,0,1,30564.6,26854.8,14777.3,0,0,900,144,0,9.34e+08,7.21e+08,0,0,-12077.5
0,34,12,0,0,1,30564.6,24885.5,24678,0,0,1156,144,0,9.34e+08,6.19e+08,0,0,-207.5
0,43,12,0,0,1,30564.6,23811.3,31032.3,0,0,1849,144,0,9.34e+08,5.67e+08,0,0,7221
0,43,12,0,0,1,30564.6,23811.3,31032.3,0,0,1849,144,0,9.34e+08,5.67e+08,0,0,7221
0,37,14,0,0,1,30368.6,44758.1,81275,0,0,1369,196,0,9.22e+08,2.00e+09,0,0,36516.9
0,37,14,0,0,1,30368.6,44758.1,81275,0,0,1369,196,0,9.22e+08,2.00e+09,0,0,36516.9
0,27,16,0,0,0,30368.6,31330.6,36943.2,0,0,729,256,0,9.22e+08,9.82e+08,0,0,5612.6
0,29,15,0,0,0,30368.6,28645.2,44331.8,0,0,841,225,0,9.22e+08,8.21e+08,0,0,15686.6
0,32,14,0,0,1,30368.6,24169.4,22165.9,0,0,1024,196,0,9.22e+08,5.84e+08,0,0,-2003.5
0,47,12,0,0,1,30368.6,23274.2,25860.2,0,0,2209,144,0,9.22e+08,5.42e+08,0,0,2586
0,22,14,0,0,1,30368.6,20588.7,27485.7,0,0,484,196,0,9.22e+08,4.24e+08,0,0,6897
0,37,14,0,1,1,30108.1,26854.8,26554.7,0,0,1369,196,0,9.06e+08,7.21e+08,0,0,-300.1016
0,47,12,0,0,1,30074.7,33312.5,15072.8,0,0,2209,144,0,9.04e+08,1.11e+09,0,0,-18239.7
0,47,12,0,0,1,30074.7,33312.5,15072.8,0,0,2209,144,0,9.04e+08,1.11e+09,0,0,-18239.7
0,27,16,0,0,1,29976.8,30793.5,51720.4,0,0,729,256,0,8.99e+08,9.48e+08,0,0,20926.9
0,28,12,0,0,1,29976.8,0,0,0,1,784,144,0,8.99e+08,0,0,0,0
0,24,12,0,0,1,29780.9,30883.1,32510,0,0,576,144,0,8.87e+08,9.54e+08,0,0,1626.9
0,31,12,0,0,1,29584.9,26854.8,29554.5,0,0,961,144,0,8.75e+08,7.21e+08,0,0,2699.699
0,35,12,0,0,1,29422.3,28645.2,29554.5,0,0,1225,144,0,8.66e+08,8.21e+08,0,0,909.3008
0,34,12,0,0,1,29389,42967.7,31032.3,0,0,1156,144,0,8.64e+08,1.85e+09,0,0,-11935.4
0,28,12,0,0,1,29389,41177.4,47287.3,0,0,784,144,0,8.64e+08,1.70e+09,0,0,6109.902
0,31,14,0,0,1,29389,35806.5,56153.6,0,0,961,196,0,8.64e+08,1.28e+09,0,0,20347.1
0,25,14,0,0,1,29389,35806.5,33839.9,0,0,625,196,0,8.64e+08,1.28e+09,0,0,-1966.602
0,31,12,0,0,1,29389,35806.5,39159.8,0,0,961,144,0,8.64e+08,1.28e+09,0,0,3353.301
0,28,14,0,0,0,29389,35448.4,33987.7,0,0,784,196,0,8.64e+08,1.26e+09,0,0,-1460.699
0,36,17,0,0,1,29389,34911.3,32510,0,0,1296,289,0,8.64e+08,1.22e+09,0,0,-2401.301
0,26,17,0,0,1,29389,32225.8,35465.4,0,0,676,289,0,8.64e+08,1.04e+09,0,0,3239.598
0,34,17,0,0,1,29389,32225.8,32672.5,0,0,1156,289,0,8.64e+08,1.04e+09,0,0,446.6992
0,37,17,0,0,1,29389,31330.6,33987.7,0,0,1369,289,0,8.64e+08,9.82e+08,0,0,2657.1
0,34,17,0,0,1,29389,31330.6,25712.4,0,0,1156,289,0,8.64e+08,9.82e+08,0,0,-5618.199
0,34,12,0,0,1,29389,30793.5,31180,0,0,1156,144,0,8.64e+08,9.48e+08,0,0,386.5
0,34,12,0,0,1,29389,30793.5,31180,0,0,1156,144,0,8.64e+08,9.48e+08,0,0,386.5
0,42,12,0,0,1,29389,30437.3,26008,0,0,1764,144,0,8.64e+08,9.26e+08,0,0,-4429.301
0,33,17,0,0,1,29389,30435.5,19210.4,0,0,1089,289,0,8.64e+08,9.26e+08,0,0,-11225.1
0,33,17,0,0,1,29389,30435.5,31032.3,0,0,1089,289,0,8.64e+08,9.26e+08,0,0,596.8008
0,26,14,0,0,0,29389,30435.5,29554.5,0,0,676,196,0,8.64e+08,9.26e+08,0,0,-881
0,43,14,0,0,0,29389,30435.5,29554.5,0,0,1849,196,0,8.64e+08,9.26e+08,0,0,-881
0,50,13,0,0,1,29389,29540.3,28076.8,0,0,2500,169,0,8.64e+08,8.73e+08,0,0,-1463.5
0,26,16,0,0,1,29389,28645.2,35022.1,0,0,676,256,0,8.64e+08,8.21e+08,0,0,6376.902
0,26,12,0,0,1,29389,28645.2,33987.7,0,0,676,144,0,8.64e+08,8.21e+08,0,0,5342.5
0,53,12,0,0,1,29389,28645.2,29554.5,0,0,2809,144,0,8.64e+08,8.21e+08,0,0,909.3008
0,35,17,0,0,1,29389,28645.2,28076.8,0,0,1225,289,0,8.64e+08,8.21e+08,0,0,-568.3984
0,34,12,0,0,1,29389,27912.9,11821.8,0,0,1156,144,0,8.64e+08,7.79e+08,0,0,-16091.1
0,33,16,0,0,1,29389,27750,96052.2,0,0,1089,256,0,8.64e+08,7.70e+08,0,0,68302.2
0,46,12,0,0,1,29389,27033.9,27781.3,0,0,2116,144,0,8.64e+08,7.31e+08,0,0,747.4004
0,46,12,0,0,1,29389,27033.9,27781.3,0,0,2116,144,0,8.64e+08,7.31e+08,0,0,747.4004
0,53,12,0,0,1,29389,26854.8,26599.1,0,0,2809,144,0,8.64e+08,7.21e+08,0,0,-255.7012
0,38,12,0,0,1,29389,26854.8,31032.3,0,0,1444,144,0,8.64e+08,7.21e+08,0,0,4177.5
0,28,12,0,0,1,29389,26854.8,35465.4,0,0,784,144,0,8.64e+08,7.21e+08,0,0,8610.598
0,38,12,0,0,1,29389,26496.8,30191.4,0,0,1444,144,0,8.64e+08,7.02e+08,0,0,3694.6
0,29,12,0,0,1,29389,25959.7,35465.4,0,0,841,144,0,8.64e+08,6.74e+08,0,0,9505.699
0,46,12,0,0,1,29389,24214.1,33987.7,0,0,2116,144,0,8.64e+08,5.86e+08,0,0,9773.6
0,21,12,0,0,1,29389,24169.4,28815.7,0,0,441,144,0,8.64e+08,5.84e+08,0,0,4646.299
0,48,16,0,0,1,29389,23274.2,0,0,0,2304,256,0,8.64e+08,5.42e+08,0,0,-23274.2
0,42,12,0,0,1,29389,22379,28490.6,0,0,1764,144,0,8.64e+08,5.01e+08,0,0,6111.6
0,28,17,0,0,1,29389,21483.9,19210.4,0,0,784,289,0,8.64e+08,4.62e+08,0,0,-2273.5
0,47,17,0,0,1,29389,20230.6,42410.8,0,0,2209,289,0,8.64e+08,4.09e+08,0,0,22180.2
0,41,13,0,0,0,29389,0,30293.4,0,1,1681,169,0,8.64e+08,0,0,0,30293.4
0,26,12,0,0,1,29330.2,28287.1,38420.9,0,0,676,144,0,8.60e+08,8.00e+08,0,0,10133.8
0,24,12,0,0,1,29193.1,21304.8,19243,0,0,576,144,0,8.52e+08,4.54e+08,0,0,-2061.801
0,55,12,0,0,1,29101,26409,29369.8,0,0,3025,144,0,8.47e+08,6.97e+08,0,0,2960.801
0,55,12,0,0,1,29101,26409,29369.8,0,0,3025,144,0,8.47e+08,6.97e+08,0,0,2960.801
0,29,16,0,0,1,28899.2,29540.3,0,0,0,841,256,0,8.35e+08,8.73e+08,0,0,-29540.3
0,54,12,0,0,1,28889.4,35806.5,31032.3,0,0,2916,144,0,8.35e+08,1.28e+09,0,0,-4774.199
0,43,16,0,0,1,28801.2,27929,26953.7,0,0,1849,256,0,8.30e+08,7.80e+08,0,0,-975.3008
0,28,12,0,0,1,28605.3,20588.7,34135.5,0,0,784,144,0,8.18e+08,4.24e+08,0,0,13546.8
0,45,12,0,0,1,28589.6,28263.8,29259,0,0,2025,144,0,8.17e+08,7.99e+08,0,0,995.1992
0,34,16,0,0,1,28409.4,32583.9,35465.4,0,0,1156,256,0,8.07e+08,1.06e+09,0,0,2881.498
0,27,14,0,0,1,28409.4,32225.8,39898.6,0,0,729,196,0,8.07e+08,1.04e+09,0,0,7672.801
0,29,16,0,0,1,28409.4,32225.8,42854.1,0,0,841,256,0,8.07e+08,1.04e+09,0,0,10628.3
0,25,14,0,0,1,28409.4,30435.5,10935.2,0,0,625,196,0,8.07e+08,9.26e+08,0,0,-19500.3
0,25,16,0,0,1,28409.4,29540.3,32510,0,0,625,256,0,8.07e+08,8.73e+08,0,0,2969.699
0,31,16,0,0,1,28409.4,28915.5,32510,0,0,961,256,0,8.07e+08,8.36e+08,0,0,3594.5
0,39,14,0,0,1,28409.4,28645.2,31032.3,0,0,1521,196,0,8.07e+08,8.21e+08,0,0,2387.102
0,29,14,0,0,1,28409.4,21125.8,23348.1,0,0,841,196,0,8.07e+08,4.46e+08,0,0,2222.299
0,55,12,0,0,1,28213.4,33206.9,31771.1,0,0,3025,144,0,7.96e+08,1.10e+09,0,0,-1435.799
0,53,12,0,0,1,28213.4,26854.8,0,0,0,2809,144,0,7.96e+08,7.21e+08,0,0,-26854.8
0,28,17,0,0,1,28213.4,25422.6,26451.3,0,0,784,289,0,7.96e+08,6.46e+08,0,0,1028.701
0,28,17,0,0,1,28017.5,31151.6,31032.3,0,0,784,289,0,7.85e+08,9.70e+08,0,0,-119.2988
0,25,12,0,0,1,28017.5,31062.1,28076.8,0,0,625,144,0,7.85e+08,9.65e+08,0,0,-2985.299
0,41,12,0,0,1,28017.5,30435.5,32510,0,0,1681,144,0,7.85e+08,9.26e+08,0,0,2074.5
0,28,12,0,0,1,28017.5,29540.3,32510,0,0,784,144,0,7.85e+08,8.73e+08,0,0,2969.699
0,34,14,0,0,1,28017.5,26854.8,36943.2,0,0,1156,196,0,7.85e+08,7.21e+08,0,0,10088.4
0,33,12,0,0,1,28017.5,25422.6,22757,0,0,1089,144,0,7.85e+08,6.46e+08,0,0,-2665.6
0,26,17,0,0,1,27843.1,28645.2,49651.6,0,0,676,289,0,7.75e+08,8.21e+08,0,0,21006.4
0,43,12,0,0,1,27821.6,28645.2,32510,0,0,1849,144,0,7.74e+08,8.21e+08,0,0,3864.801
0,24,17,0,0,0,27821.6,27571,32510,0,0,576,289,0,7.74e+08,7.60e+08,0,0,4939
0,27,12,0,0,0,27821.6,27212.9,32510,0,0,729,144,0,7.74e+08,7.41e+08,0,0,5297.1
0,32,16,0,0,1,27625.7,29540.3,33987.7,0,0,1024,256,0,7.63e+08,8.73e+08,0,0,4447.398
0,38,14,0,0,1,27429.7,68032.3,26599.1,0,0,1444,196,0,7.52e+08,4.63e+09,0,0,-41433.2
0,33,13,0,0,1,27429.7,41177.4,38420.9,0,0,1089,169,0,7.52e+08,1.70e+09,0,0,-2756.5
0,25,14,0,0,0,27429.7,32225.8,31032.3,0,0,625,196,0,7.52e+08,1.04e+09,0,0,-1193.5
0,21,12,0,0,1,27429.7,30435.5,31978,0,0,441,144,0,7.52e+08,9.26e+08,0,0,1542.5
0,36,16,0,0,0,27429.7,30256.5,30736.7,0,0,1296,256,0,7.52e+08,9.15e+08,0,0,480.1992
0,38,14,0,0,1,27429.7,29046.2,27929,0,0,1444,196,0,7.52e+08,8.44e+08,0,0,-1117.199
0,37,12,0,0,1,27429.7,28645.2,0,0,0,1369,144,0,7.52e+08,8.21e+08,0,0,-28645.2
0,37,12,0,0,1,27429.7,28645.2,0,0,0,1369,144,0,7.52e+08,8.21e+08,0,0,-28645.2
0,43,12,0,0,1,27429.7,28645.2,25121.4,0,0,1849,144,0,7.52e+08,8.21e+08,0,0,-3523.799
0,51,16,0,0,1,27429.7,28645.2,28076.8,0,0,2601,256,0,7.52e+08,8.21e+08,0,0,-568.3984
0,51,16,0,0,1,27429.7,28645.2,28076.8,0,0,2601,256,0,7.52e+08,8.21e+08,0,0,-568.3984
0,27,17,0,0,1,27429.7,27750,26599.1,0,0,729,289,0,7.52e+08,7.70e+08,0,0,-1150.9
0,40,12,0,0,1,27429.7,27008.8,25440.5,0,0,1600,144,0,7.52e+08,7.29e+08,0,0,-1568.301
0,45,12,0,0,1,27429.7,26854.8,25121.4,0,0,2025,144,0,7.52e+08,7.21e+08,0,0,-1733.4
0,28,12,0,0,1,27429.7,26854.8,22165.9,0,0,784,144,0,7.52e+08,7.21e+08,0,0,-4688.9
0,49,12,0,0,1,27429.7,26854.8,26599.1,0,0,2401,144,0,7.52e+08,7.21e+08,0,0,-255.7012
0,44,13,0,0,1,27429.7,26774.3,35465.4,0,0,1936,169,0,7.52e+08,7.17e+08,0,0,8691.098
0,26,12,0,0,1,27429.7,26496.8,32510,0,0,676,144,0,7.52e+08,7.02e+08,0,0,6013.199
0,33,12,0,0,1,27429.7,25959.7,27846.3,0,0,1089,144,0,7.52e+08,6.74e+08,0,0,1886.602
0,33,14,0,0,1,27429.7,25959.7,24382.5,0,0,1089,196,0,7.52e+08,6.74e+08,0,0,-1577.199
0,30,14,0,0,1,27429.7,25780.6,31032.3,0,0,900,196,0,7.52e+08,6.65e+08,0,0,5251.701
0,54,13,0,0,1,27429.7,25422.6,24382.5,0,0,2916,169,0,7.52e+08,6.46e+08,0,0,-1040.1
0,28,16,0,0,1,27429.7,25064.5,31032.3,0,0,784,256,0,7.52e+08,6.28e+08,0,0,5967.801
0,26,15,0,0,1,27429.7,25064.5,28815.7,0,0,676,225,0,7.52e+08,6.28e+08,0,0,3751.199
0,32,12,0,0,1,27429.7,25064.5,16255,0,0,1024,144,0,7.52e+08,6.28e+08,0,0,-8809.5
